cell,regime,kind,concentration,floor_regime,contention,contention_ratio,seed,task_workload_hash,scenario_hash,latent_probs_by_agent,realized_task_counts_by_agent,unique_archetypes_per_agent,frac_agents_all_four_archetypes,task_entropy_mean,task_mixture_tv_mean_pairwise,resource_demand_tv_mean_pairwise,resource_centroid_distance_mean,aggregate_mandatory_demand,capacity_by_resource,realized_contention_by_resource,active_resource_count,inactive_resources,floor_fraction_by_resource,declaration_source,redraws,reject_reason
homogeneous__moderate,homogeneous,homogeneous,,unit,moderate,1.3,362695972,bbc6478a78f58f7a,d210abad88c1ea14,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}]","[3, 3, 3, 3, 3, 3]",0.0,0.75,0.0,0.0,2.7755575615628914e-17,"{""COMPUTE"": 576, ""MEMORY"": 504, ""API_CREDITS"": 216, ""DATASET"": 192}","{""COMPUTE"": 443, ""MEMORY"": 388, ""API_CREDITS"": 166, ""DATASET"": 148}","{""COMPUTE"": 1.3002257336343115, ""MEMORY"": 1.2989690721649485, ""API_CREDITS"": 1.3012048192771084, ""DATASET"": 1.2972972972972974}",4,[],"{""COMPUTE"": 0.013544018058690745, ""MEMORY"": 0.015463917525773196, ""API_CREDITS"": 0.03614457831325301, ""DATASET"": 0.04054054054054054}",exact_pending_queue,0,
homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,362695972,bbc6478a78f58f7a,28c35140a6a9210d,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}, {""research"": 0, ""code_review"": 2, ""doc_processing"": 2, ""monitoring"": 4}]","[3, 3, 3, 3, 3, 3]",0.0,0.75,0.0,0.0,2.7755575615628914e-17,"{""COMPUTE"": 576, ""MEMORY"": 504, ""API_CREDITS"": 216, ""DATASET"": 192}","{""COMPUTE"": 303, ""MEMORY"": 265, ""API_CREDITS"": 114, ""DATASET"": 101}","{""COMPUTE"": 1.900990099009901, ""MEMORY"": 1.9018867924528302, ""API_CREDITS"": 1.894736842105263, ""DATASET"": 1.900990099009901}",4,[],"{""COMPUTE"": 0.019801980198019802, ""MEMORY"": 0.022641509433962263, ""API_CREDITS"": 0.05263157894736842, ""DATASET"": 0.0594059405940594}",exact_pending_queue,0,
homogeneous__moderate,homogeneous,homogeneous,,unit,moderate,1.3,374888758,63d96b222a984565,c0039115930469a4,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}]","[3, 3, 3, 3, 3, 3]",0.0,0.7806390622295662,0.0,0.0,0.0,"{""COMPUTE"": 1128, ""MEMORY"": 906, ""API_CREDITS"": 558, ""DATASET"": 144}","{""COMPUTE"": 868, ""MEMORY"": 697, ""API_CREDITS"": 429, ""DATASET"": 111}","{""COMPUTE"": 1.2995391705069124, ""MEMORY"": 1.2998565279770444, ""API_CREDITS"": 1.3006993006993006, ""DATASET"": 1.2972972972972974}",4,[],"{""COMPUTE"": 0.0069124423963133645, ""MEMORY"": 0.00860832137733142, ""API_CREDITS"": 0.013986013986013986, ""DATASET"": 0.05405405405405406}",exact_pending_queue,0,
homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,374888758,63d96b222a984565,f3e5a379ab372b58,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}, {""research"": 3, ""code_review"": 2, ""doc_processing"": 3, ""monitoring"": 0}]","[3, 3, 3, 3, 3, 3]",0.0,0.7806390622295662,0.0,0.0,0.0,"{""COMPUTE"": 1128, ""MEMORY"": 906, ""API_CREDITS"": 558, ""DATASET"": 144}","{""COMPUTE"": 594, ""MEMORY"": 477, ""API_CREDITS"": 294, ""DATASET"": 76}","{""COMPUTE"": 1.898989898989899, ""MEMORY"": 1.89937106918239, ""API_CREDITS"": 1.8979591836734695, ""DATASET"": 1.894736842105263}",4,[],"{""COMPUTE"": 0.010101010101010102, ""MEMORY"": 0.012578616352201259, ""API_CREDITS"": 0.02040816326530612, ""DATASET"": 0.07894736842105263}",exact_pending_queue,0,
homogeneous__moderate,homogeneous,homogeneous,,unit,moderate,1.3,2498936844,71fa5fc095f7f10f,d2d5766832cbb9dc,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}]","[3, 3, 3, 3, 3, 3]",0.0,0.7806390622295666,0.0,0.0,4.163336342344337e-17,"{""COMPUTE"": 1104, ""MEMORY"": 918, ""API_CREDITS"": 498, ""DATASET"": 240}","{""COMPUTE"": 849, ""MEMORY"": 706, ""API_CREDITS"": 383, ""DATASET"": 185}","{""COMPUTE"": 1.3003533568904593, ""MEMORY"": 1.3002832861189801, ""API_CREDITS"": 1.3002610966057442, ""DATASET"": 1.2972972972972974}",4,[],"{""COMPUTE"": 0.007067137809187279, ""MEMORY"": 0.0084985835694051, ""API_CREDITS"": 0.015665796344647518, ""DATASET"": 0.032432432432432434}",exact_pending_queue,0,
homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,2498936844,71fa5fc095f7f10f,0c0bb6ad22ccc290,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}, {""research"": 3, ""code_review"": 0, ""doc_processing"": 3, ""monitoring"": 2}]","[3, 3, 3, 3, 3, 3]",0.0,0.7806390622295666,0.0,0.0,4.163336342344337e-17,"{""COMPUTE"": 1104, ""MEMORY"": 918, ""API_CREDITS"": 498, ""DATASET"": 240}","{""COMPUTE"": 581, ""MEMORY"": 483, ""API_CREDITS"": 262, ""DATASET"": 126}","{""COMPUTE"": 1.9001721170395869, ""MEMORY"": 1.9006211180124224, ""API_CREDITS"": 1.900763358778626, ""DATASET"": 1.9047619047619047}",4,[],"{""COMPUTE"": 0.010327022375215147, ""MEMORY"": 0.012422360248447204, ""API_CREDITS"": 0.022900763358778626, ""DATASET"": 0.047619047619047616}",exact_pending_queue,0,
homogeneous__moderate,homogeneous,homogeneous,,unit,moderate,1.3,2967285658,ba52c43dd3d77946,f42445e5dd08b800,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}]","[3, 3, 3, 3, 3, 3]",0.0,0.7028195311147832,0.0,0.0,1.734723475976807e-17,"{""COMPUTE"": 1200, ""MEMORY"": 954, ""API_CREDITS"": 582, ""DATASET"": 144}","{""COMPUTE"": 923, ""MEMORY"": 734, ""API_CREDITS"": 448, ""DATASET"": 111}","{""COMPUTE"": 1.3001083423618636, ""MEMORY"": 1.2997275204359673, ""API_CREDITS"": 1.2991071428571428, ""DATASET"": 1.2972972972972974}",4,[],"{""COMPUTE"": 0.0065005417118093175, ""MEMORY"": 0.008174386920980926, ""API_CREDITS"": 0.013392857142857142, ""DATASET"": 0.05405405405405406}",exact_pending_queue,0,
homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,2967285658,ba52c43dd3d77946,eda4cba86b0fe1f3,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 3, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 0}]","[3, 3, 3, 3, 3, 3]",0.0,0.7028195311147832,0.0,0.0,1.734723475976807e-17,"{""COMPUTE"": 1200, ""MEMORY"": 954, ""API_CREDITS"": 582, ""DATASET"": 144}","{""COMPUTE"": 632, ""MEMORY"": 502, ""API_CREDITS"": 306, ""DATASET"": 76}","{""COMPUTE"": 1.8987341772151898, ""MEMORY"": 1.900398406374502, ""API_CREDITS"": 1.9019607843137254, ""DATASET"": 1.894736842105263}",4,[],"{""COMPUTE"": 0.00949367088607595, ""MEMORY"": 0.01195219123505976, ""API_CREDITS"": 0.0196078431372549, ""DATASET"": 0.07894736842105263}",exact_pending_queue,0,
homogeneous__moderate,homogeneous,homogeneous,,unit,moderate,1.3,588501445,175fb9b114b86784,ec72346d400d16b0,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}]","[4, 4, 4, 4, 4, 4]",1.0,0.9056390622295664,0.0,0.0,0.0,"{""COMPUTE"": 660, ""MEMORY"": 576, ""API_CREDITS"": 288, ""DATASET"": 192}","{""COMPUTE"": 508, ""MEMORY"": 443, ""API_CREDITS"": 222, ""DATASET"": 148}","{""COMPUTE"": 1.2992125984251968, ""MEMORY"": 1.3002257336343115, ""API_CREDITS"": 1.2972972972972974, ""DATASET"": 1.2972972972972974}",4,[],"{""COMPUTE"": 0.011811023622047244, ""MEMORY"": 0.013544018058690745, ""API_CREDITS"": 0.02702702702702703, ""DATASET"": 0.04054054054054054}",exact_pending_queue,0,
homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,588501445,175fb9b114b86784,ac31dd53d370e782,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}]","[4, 4, 4, 4, 4, 4]",1.0,0.9056390622295664,0.0,0.0,0.0,"{""COMPUTE"": 660, ""MEMORY"": 576, ""API_CREDITS"": 288, ""DATASET"": 192}","{""COMPUTE"": 347, ""MEMORY"": 303, ""API_CREDITS"": 152, ""DATASET"": 101}","{""COMPUTE"": 1.9020172910662825, ""MEMORY"": 1.900990099009901, ""API_CREDITS"": 1.894736842105263, ""DATASET"": 1.900990099009901}",4,[],"{""COMPUTE"": 0.01729106628242075, ""MEMORY"": 0.019801980198019802, ""API_CREDITS"": 0.039473684210526314, ""DATASET"": 0.0594059405940594}",exact_pending_queue,0,
homogeneous__moderate,homogeneous,homogeneous,,unit,moderate,1.3,240446639,72000061f316ac22,eb4568a989d5600f,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}]","[3, 3, 3, 3, 3, 3]",0.0,0.6493974703476993,0.0,0.0,0.0,"{""COMPUTE"": 1188, ""MEMORY"": 1020, ""API_CREDITS"": 588, ""DATASET"": 288}","{""COMPUTE"": 914, ""MEMORY"": 785, ""API_CREDITS"": 452, ""DATASET"": 222}","{""COMPUTE"": 1.299781181619256, ""MEMORY"": 1.2993630573248407, ""API_CREDITS"": 1.3008849557522124, ""DATASET"": 1.2972972972972974}",4,[],"{""COMPUTE"": 0.006564551422319475, ""MEMORY"": 0.007643312101910828, ""API_CREDITS"": 0.01327433628318584, ""DATASET"": 0.02702702702702703}",exact_pending_queue,0,
homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,240446639,72000061f316ac22,a2cf6db4e12e5cf9,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}, {""research"": 5, ""code_review"": 2, ""doc_processing"": 0, ""monitoring"": 1}]","[3, 3, 3, 3, 3, 3]",0.0,0.6493974703476993,0.0,0.0,0.0,"{""COMPUTE"": 1188, ""MEMORY"": 1020, ""API_CREDITS"": 588, ""DATASET"": 288}","{""COMPUTE"": 625, ""MEMORY"": 537, ""API_CREDITS"": 309, ""DATASET"": 152}","{""COMPUTE"": 1.9008, ""MEMORY"": 1.899441340782123, ""API_CREDITS"": 1.9029126213592233, ""DATASET"": 1.894736842105263}",4,[],"{""COMPUTE"": 0.0096, ""MEMORY"": 0.0111731843575419, ""API_CREDITS"": 0.019417475728155338, ""DATASET"": 0.039473684210526314}",exact_pending_queue,0,
homogeneous__moderate,homogeneous,homogeneous,,unit,moderate,1.3,156755967,3dd2a64089c719b8,c225882f803237c6,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}]","[4, 4, 4, 4, 4, 4]",1.0,0.875,0.0,0.0,6.938893903907228e-17,"{""COMPUTE"": 888, ""MEMORY"": 714, ""API_CREDITS"": 390, ""DATASET"": 144}","{""COMPUTE"": 683, ""MEMORY"": 549, ""API_CREDITS"": 300, ""DATASET"": 111}","{""COMPUTE"": 1.3001464128843339, ""MEMORY"": 1.3005464480874316, ""API_CREDITS"": 1.3, ""DATASET"": 1.2972972972972974}",4,[],"{""COMPUTE"": 0.008784773060029283, ""MEMORY"": 0.01092896174863388, ""API_CREDITS"": 0.02, ""DATASET"": 0.05405405405405406}",exact_pending_queue,0,
homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,156755967,3dd2a64089c719b8,a4370df8a571258a,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}, {""research"": 1, ""code_review"": 1, ""doc_processing"": 4, ""monitoring"": 2}]","[4, 4, 4, 4, 4, 4]",1.0,0.875,0.0,0.0,6.938893903907228e-17,"{""COMPUTE"": 888, ""MEMORY"": 714, ""API_CREDITS"": 390, ""DATASET"": 144}","{""COMPUTE"": 467, ""MEMORY"": 376, ""API_CREDITS"": 205, ""DATASET"": 76}","{""COMPUTE"": 1.9014989293361884, ""MEMORY"": 1.898936170212766, ""API_CREDITS"": 1.9024390243902438, ""DATASET"": 1.894736842105263}",4,[],"{""COMPUTE"": 0.01284796573875803, ""MEMORY"": 0.015957446808510637, ""API_CREDITS"": 0.02926829268292683, ""DATASET"": 0.07894736842105263}",exact_pending_queue,0,
homogeneous__moderate,homogeneous,homogeneous,,unit,moderate,1.3,269764757,131d7283a650263c,5ae7f1404d5bcc4e,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}]","[4, 4, 4, 4, 4, 4]",1.0,0.9056390622295664,0.0,0.0,0.0,"{""COMPUTE"": 660, ""MEMORY"": 576, ""API_CREDITS"": 288, ""DATASET"": 192}","{""COMPUTE"": 508, ""MEMORY"": 443, ""API_CREDITS"": 222, ""DATASET"": 148}","{""COMPUTE"": 1.2992125984251968, ""MEMORY"": 1.3002257336343115, ""API_CREDITS"": 1.2972972972972974, ""DATASET"": 1.2972972972972974}",4,[],"{""COMPUTE"": 0.011811023622047244, ""MEMORY"": 0.013544018058690745, ""API_CREDITS"": 0.02702702702702703, ""DATASET"": 0.04054054054054054}",exact_pending_queue,0,
homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,269764757,131d7283a650263c,2fc6126bd5b13dfb,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}, {""research"": 1, ""code_review"": 3, ""doc_processing"": 1, ""monitoring"": 3}]","[4, 4, 4, 4, 4, 4]",1.0,0.9056390622295664,0.0,0.0,0.0,"{""COMPUTE"": 660, ""MEMORY"": 576, ""API_CREDITS"": 288, ""DATASET"": 192}","{""COMPUTE"": 347, ""MEMORY"": 303, ""API_CREDITS"": 152, ""DATASET"": 101}","{""COMPUTE"": 1.9020172910662825, ""MEMORY"": 1.900990099009901, ""API_CREDITS"": 1.894736842105263, ""DATASET"": 1.900990099009901}",4,[],"{""COMPUTE"": 0.01729106628242075, ""MEMORY"": 0.019801980198019802, ""API_CREDITS"": 0.039473684210526314, ""DATASET"": 0.0594059405940594}",exact_pending_queue,0,
homogeneous__moderate,homogeneous,homogeneous,,unit,moderate,1.3,2602391736,c6b0df9df8117351,8b5d392cf1b3735c,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}]","[3, 3, 3, 3, 3, 3]",0.0,0.75,0.0,0.0,1.3877787807814457e-17,"{""COMPUTE"": 1056, ""MEMORY"": 828, ""API_CREDITS"": 516, ""DATASET"": 96}","{""COMPUTE"": 812, ""MEMORY"": 637, ""API_CREDITS"": 397, ""DATASET"": 74}","{""COMPUTE"": 1.3004926108374384, ""MEMORY"": 1.2998430141287285, ""API_CREDITS"": 1.2997481108312343, ""DATASET"": 1.2972972972972974}",4,[],"{""COMPUTE"": 0.007389162561576354, ""MEMORY"": 0.009419152276295133, ""API_CREDITS"": 0.015113350125944584, ""DATASET"": 0.08108108108108109}",exact_pending_queue,0,
homogeneous__high,homogeneous,homogeneous,,unit,high,1.9,2602391736,c6b0df9df8117351,bd990d292cf8a4dd,"[[0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25], [0.25, 0.25, 0.25, 0.25]]","[{""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}, {""research"": 2, ""code_review"": 2, ""doc_processing"": 4, ""monitoring"": 0}]","[3, 3, 3, 3, 3, 3]",0.0,0.75,0.0,0.0,1.3877787807814457e-17,"{""COMPUTE"": 1056, ""MEMORY"": 828, ""API_CREDITS"": 516, ""DATASET"": 96}","{""COMPUTE"": 556, ""MEMORY"": 436, ""API_CREDITS"": 272, ""DATASET"": 51}","{""COMPUTE"": 1.8992805755395683, ""MEMORY"": 1.8990825688073394, ""API_CREDITS"": 1.8970588235294117, ""DATASET"": 1.8823529411764706}",4,[],"{""COMPUTE"": 0.01079136690647482, ""MEMORY"": 0.013761467889908258, ""API_CREDITS"": 0.022058823529411766, ""DATASET"": 0.11764705882352941}",exact_pending_queue,0,
